,cooks_d,hat_diag,student_resid,id,inducted,is_high_cooks,is_high_leverage,is_influential
878,1.9813419959570697e-07,0.0005263800508323401,-0.08888435532922322,Bill Drake,0,0,0,0
881,1.026918144804632e-06,0.0017028321571165635,-0.11244018698364701,Dan Driessen,0,0,0,0
882,1.2497115314326247e-06,0.002577737234176373,-0.10077080835687806,Walt Dropo,0,0,0,0
883,0.009596588903780998,0.07181652580813683,1.6138858460821073,Don Drysdale,1,1,1,1
888,6.255403177739433e-08,0.00031228744166331417,-0.06484734767629179,Frank Duffy,0,0,0,0
889,0.0030232896964321266,0.06857458400827669,0.9286284411599004,Hugh Duffy,1,1,1,1
890,1.1098576049846827e-05,0.004853100611959862,-0.21861362622705136,Joe Dugan,0,0,0,0
891,2.6301646777598396e-07,0.0005916918134407613,-0.0965883651698386,Tommie Dukes,0,0,0,0
893,2.004972072447274e-08,0.00023170362532214055,-0.04262330061302451,Dave Duncan,0,0,0,0
894,1.1466780769174894e-05,0.0034194005372343286,-0.26491809810434613,Frank Duncan,0,0,0,0
895,0.0015258109838526153,0.052583247456551206,-0.7598132168301567,Frank Duncan,0,0,1,1
897,6.930298180997043e-07,0.0010530700834454458,-0.1174973788692324,Fred Dunlap,0,0,0,0
899,2.1808943430106553e-06,0.0022021978974042403,-0.14405225462890958,Jake Dunn,0,0,0,0
903,2.8510701530516936e-07,0.0009083803467249846,-0.0811488542814029,Ryne Duren,0,0,0,0
904,6.319187678014716e-08,0.0004335341668507457,-0.05531392139870594,Leon Durham,0,0,0,0
906,9.307439712371556e-06,0.005009049593036956,-0.1970410272176631,Leo Durocher,0,0,0,0
907,1.4634981652539178e-07,0.0006035871889721677,-0.07133532183973292,Eddie Dwight,0,0,0,0
908,6.939442212155633e-07,0.0007755630294739707,-0.13702345163046345,Frank Dwyer,0,0,0,0
909,3.0170439444757706e-06,0.0020728768502684424,-0.1746478034839681,Jim Dwyer,0,0,0,0
911,2.7857933926979655e-07,0.0005244768428679635,-0.10558616641995917,Duffy Dyer,0,0,0,0
912,0.0005261656074398183,0.030902184307585717,-0.5886539927421564,Jimmy Dykes,0,0,1,1
915,7.450810228582981e-07,0.0007369123146456998,-0.14566104249830983,Charles Earle,0,0,0,0
917,3.558489978664854e-08,0.0002789513758141691,-0.05175087355502524,Mike Easler,0,0,0,0
918,4.6432086089276517e-07,0.000642341460269677,-0.12316753236652936,Jamie Easterly,0,0,0,0
924,3.1173482398109563e-07,0.0008629726535299381,-0.08705952986031815,Bruce Edwards,0,0,0,0
925,1.99107885204516e-07,0.0005081137235855908,-0.09069076205322496,Hank Edwards,0,0,0,0
926,6.626147927915851e-07,0.001376958452951141,-0.10045708778680883,Johnny Edwards,0,0,0,0
927,9.437356226460585e-08,0.00035372602490328707,-0.07483839941110122,Tom Egan,0,0,0,0
928,1.3183129024551885e-06,0.0012879165244433582,-0.14651942079581337,Dave Eggler,0,0,0,0
929,9.845077293311626e-07,0.0007968781538875122,-0.16100899643350264,Mack Eggleston,0,0,0,0
930,2.0714008295554763e-05,0.005419875061589288,-0.28253156216722736,Howard Ehmke,0,0,0,0
931,2.821926917783154e-07,0.0005580751720020427,-0.10301843766646772,Red Ehret,0,0,0,0
937,3.245450429450535e-06,0.0014367809998956415,-0.217640458402974,Kid Elberfeld,0,0,0,0
939,0.004601447950385258,0.043185903273139245,-1.4631864916187787,Bob Elliott,0,1,1,1
940,1.3374977657052404e-07,0.00044533301404606993,-0.0793993614200091,Jumbo Elliott,0,0,0,0
942,1.6802878877735567e-07,0.0005705409713534127,-0.0786202011149306,Dock Ellis,0,0,0,0
943,2.212237343327439e-07,0.0005218622403308041,-0.0943266083899598,John Ellis,0,0,0,0
946,9.12932218729701e-08,0.00043397490514664503,-0.06645112672829874,Dick Ellsworth,0,0,0,0
948,1.2512794498920341e-05,0.0037376357667044118,-0.2646519979907652,Bones Ely,0,0,0,0
952,2.3862991741903056e-07,0.0008624233768695902,-0.07619465012616396,Woody English,0,0,0,0
953,2.957205777352608e-06,0.005044860582628018,-0.110669407750667,Del Ennis,0,0,0,0
955,7.953989615103788e-08,0.000391803470457301,-0.06528041733974331,Carl Erskine,0,0,0,0
960,1.9882904282668362e-07,0.0004948036171624138,-0.09183868434957726,Sammy Esposito,0,0,0,0
961,1.4765168329029354e-07,0.00041018513906903925,-0.08692602067113823,Jim Essian,0,0,0,0
962,1.8221401315292816e-07,0.00046363700998751654,-0.09082612481354062,Dude Esterbrook,0,0,0,0
965,2.189148119795673e-07,0.000775377598910861,-0.07697011929965723,Andy Etchebarren,0,0,0,0
967,2.3567521250983604e-07,0.00047891229249595846,-0.10163296353203811,Al Evans,0,0,0,0
968,2.452522582919831e-07,0.000535784931424403,-0.09801770550319663,Bob Evans,0,0,0,0
969,1.3363664347171302e-05,0.010097942609740085,-0.16586398341420733,Darrell Evans,0,0,0,0
970,0.0009266617297109927,0.08379134509985242,-0.46128345188627734,Dwight Evans,0,0,1,1
971,1.3362489411010176e-07,0.0005525730051814364,-0.0712423897964032,Felix Evans,0,0,0,0
972,4.753303145594857e-07,0.0006810577530366209,-0.1210228825607072,Joe Evans,0,0,0,0
976,1.9990483898859794e-07,0.000754016151735213,-0.07458769428286383,Hoot Evers,0,0,0,0
977,0.003972274567411196,0.09999901362802992,0.8664687654015484,Johnny Evers,1,1,1,1
978,1.9297802286250495e-07,0.0004709943230510803,-0.09273708447491105,Bob Ewing,0,0,0,0
979,0.0008895110762090966,0.03672116245845529,0.7000081988102552,Buck Ewing,1,0,1,1
981,0.004311147111992204,0.010975406229205686,2.856270356132739,Red Faber,1,1,0,1
982,3.4170665427476536e-07,0.0005522023098029161,-0.11396390280781395,Isidro Fabré,0,0,0,0
983,2.72677679048392e-05,0.010585860700386087,-0.23134515602439545,Roy Face,0,0,0,0
984,1.420381683517783e-07,0.0003997476742561776,-0.0863639276040809,Bill Fahey,0,0,0,0
985,1.763908196420049e-05,0.007878749647735953,-0.21597394544746237,Ron Fairly,0,0,0,0
986,1.3630205272056905e-07,0.0004367118018620702,-0.08094099331350366,Pete Falcone,0,0,0,0
987,6.318281246887458e-07,0.0010325762863060575,-0.11329838357632471,Bibb Falk,0,0,0,0
988,6.18973339638164e-07,0.001057987107790379,-0.11078362473307565,Cy Falkenberg,0,0,0,0
989,1.0421620189612471e-07,0.0003833215964554273,-0.07554615594680605,Ed Farmer,0,0,0,0
991,0.0006979261029770576,0.022370548484584054,-0.8003191157242637,Duke Farrell,0,0,1,1
992,1.2695874795673612e-06,0.0011254731459931974,-0.1538256869451341,Jack Farrell,0,0,0,0
993,3.415571225238227e-07,0.000554223137703008,-0.11373093581595428,Luther Farrell,0,0,0,0
994,8.435787452093359e-06,0.003713050896118051,-0.21802145378768792,Turk Farrell,0,0,0,0
995,2.2364282275488995e-07,0.0005176997666380495,-0.09522164923212983,Steve Farr,0,0,0,0
998,1.8027594668886374e-07,0.0006543656794196211,-0.07603720473357532,Mike Felder,0,0,0,0
1002,1.4242507353185788e-06,0.005396712633042047,0.07424430943731851,Bob Feller,1,0,0,0
1003,1.5336316140476912e-07,0.0004427029059759053,-0.08527423542919257,Alex Ferguson,0,0,0,0
1004,2.704343945754389e-06,0.0014726067688021476,-0.19623533260579049,Bob Ferguson,0,0,0,0
1005,2.0629092780716271e-07,0.0005638817128850227,-0.08762604835369274,Joe Ferguson,0,0,0,0
1008,2.604798407264531e-05,0.0066349265327893935,-0.28617592161405053,José María Fernández,0,0,0,0
1011,0.03151673898551753,0.04696881036184573,3.6646209632827844,Rick Ferrell,1,1,1,1
1012,0.005152923999517081,0.06745673418509963,-1.2230898305407725,Wes Ferrell,0,1,1,1
1014,1.8522359907817962e-07,0.00046592688345231345,-0.09134772245188456,Chick Fewster,0,0,0,0
1019,3.0387173417701556e-07,0.0005404315311220935,-0.1086343261337757,Rafael Figarola,0,0,0,0
1021,0.007060852714379827,0.12690639975525053,1.010012768629786,Rollie Fingers,1,1,1,1
1024,6.721909738474144e-07,0.0012117272708032335,-0.10786741266807268,Lou Finney,0,0,0,0
1025,1.372317152590913e-07,0.00041288565504323004,-0.08352804572500773,Mike Fischlin,0,0,0,0
1026,1.0376245028520393e-06,0.0016685493741418855,-0.11418198849887043,Eddie Fisher,0,0,0,0
1027,2.056692425396365e-07,0.0004920905877111145,-0.09366231981088922,Jack Fisher,0,0,0,0
1028,1.1870759618252186e-07,0.00039244095395853026,-0.07968498718394368,Ray Fisher,0,0,0,0
1029,0.00019798316701680936,0.03930595137183314,0.3187771436030128,Carlton Fisk,1,0,1,1
1031,1.4323284797787632e-07,0.0003987186095580067,-0.08683825944918945,Ed FitzGerald,0,0,0,0
1032,8.328013788397294e-08,0.00036123390100928755,-0.06956770227599975,Mike Fitzgerald,0,0,0,0
1033,1.0463988305181219e-07,0.0004618120999476707,-0.06896445554683864,Al Fitzmorris,0,0,0,0
1034,2.4942243301388032e-05,0.0054336031470967015,-0.3096352068751826,Freddie Fitzsimmons,0,0,0,0
1035,3.628085492333271e-07,0.0009258907336938329,-0.09067078732692835,Max Flack,0,0,0,0
1036,4.708413484777822e-05,0.014094115872670069,-0.2629939483674124,Ira Flagstead,0,0,0,0
1038,2.9366183670672953e-05,0.014487086543594409,-0.2048207891757461,Mike Flanagan,0,0,0,0
1039,1.3604463871934539e-07,0.0004082517915254711,-0.08363684557869872,Tim Flannery,0,0,0,0
1040,3.1069793791152226e-06,0.002043779197462446,-0.17849152104051516,Art Fletcher,0,0,0,0
1042,1.8368352785436595e-07,0.0009486154220296148,-0.06373728733329906,Elbie Fletcher,0,0,0,0
1044,0.007069916024853301,0.01395752200416765,3.2386232300511635,Elmer Flick,1,1,0,1
1045,6.351158502293124e-07,0.0006432812550439867,-0.1439447875676494,Silver Flint,0,0,0,0
1046,8.995573077225715e-06,0.008283026190565087,-0.15039154512917552,Curt Flood,0,0,0,0
1047,5.094765532958111e-07,0.000652361995452212,-0.12802232712716874,Willis Flournoy,0,0,0,0
1048,1.8130275439050625e-07,0.0004975328716256622,-0.08745666128278826,Jake Flowers,0,0,0,0
1052,7.654380408299543e-08,0.0004912018925583258,-0.05719103594528844,Doug Flynn,0,0,0,0
1053,5.26348680775202e-08,0.00027428244782786294,-0.0634728268387365,Hank Foiles,0,0,0,0
1055,2.931066392987952e-07,0.000839252648379074,-0.08560394853384135,Tim Foli,0,0,0,0
1056,1.2881889690125423e-06,0.001243810313486438,-0.1473845977352689,Lew Fonseca,0,0,0,0
1057,2.902215600173485e-08,0.00025550638951653303,-0.04883352913589877,Barry Foote,0,0,0,0
1058,5.151436445170674e-06,0.0024355442337338816,-0.21049718526181097,Davy Force,0,0,0,0
1059,4.821199173706416e-08,0.00030238435679590375,-0.057855127122009534,Dan Ford,0,0,0,0
1060,8.959795121721187e-07,0.0011723114460853036,-0.12661421615262256,Horace Ford,0,0,0,0
1061,0.0006310898606798404,0.05612547966009334,0.47209820286188237,Whitey Ford,1,0,1,1
1063,9.066108549159587e-07,0.0014720978842304472,-0.11364016690199599,Frank Foreman,0,0,0,0
1064,7.475105664024049e-08,0.00036219563371075596,-0.0658215410547094,Mike Fornieles,0,0,0,0
1065,4.077553094137825e-06,0.0033830473913361776,-0.15882525236267353,Bob Forsch,0,0,0,0
1066,2.1740048577276424e-06,0.0019924080466386545,-0.15122294149944449,Ken Forsch,0,0,0,0
1067,2.9913748033704643e-06,0.0025302072574781625,-0.15736816859261316,Terry Forster,0,0,0,0
1070,1.002294732691969e-07,0.0005437544180550997,-0.06219963915326801,Ray Fosse,0,0,0,0
1071,1.6067666504657117e-07,0.00047223136354354454,-0.08450960467276591,Alan Foster,0,0,0,0
1072,0.0033640033010909737,0.0022405461670379004,5.608850071799921,Willie Foster,1,1,0,1
1073,1.9013855358087145e-06,0.0018151237872487183,-0.14818256528927526,Eddie Foster,0,0,0,0
1074,0.004450365300801719,0.13839803328443942,-0.7627739614620921,George Foster,0,1,1,1
1075,1.1751897521519578e-06,0.0009797480464830378,-0.15863301852745051,Rube Foster,0,0,0,0
1076,6.983456012054892e-07,0.0009785105865779597,-0.1223628261461495,Bob Fothergill,0,0,0,0
1078,1.0083882352373466e-05,0.004402181904840683,-0.21884241986888714,Jack Fournier,0,0,0,0
1079,9.561298183128985e-05,0.010639127942496523,-0.43210812064106113,Dave Foutz,0,0,0,0
1081,1.2676908538717127e-07,0.00040399235163988647,-0.0811599948378665,Dick Fowler,0,0,0,0
1083,5.0111015374088736e-05,0.027166694164086753,0.19412303259315786,Nellie Fox,1,0,1,1
1084,1.1905333577017787e-06,0.00199296547832805,-0.11189156411178837,Pete Fox,0,0,0,0
1085,3.530829727931535e-09,0.00038930891094212625,0.013798005336102365,Jimmie Foxx,1,0,0,0
1086,2.06242522590999e-07,0.0004767402093293594,-0.09529153315965391,Paul Foytack,0,0,0,0
1087,7.805032148067887e-05,0.010900978929074372,-0.38564182674432873,Bill Francis,0,0,0,0
1093,4.60157777407508e-08,0.00027633193589097436,-0.059127222421300855,Terry Francona,0,0,0,0
1094,2.2469326888501645e-07,0.0008815137490124509,-0.07313051481335786,Tito Francona,0,0,0,0
1095,2.2740663362119058e-07,0.0005563176428892934,-0.09262515738064543,Fred Frankhouse,0,0,0,0
1097,8.896563390750509e-07,0.0007900666336397641,-0.15371537082349193,Chick Fraser,0,0,0,0
1099,1.5292055820237526e-07,0.0004634131092706945,-0.08322576099017293,George Frazier,0,0,0,0
1101,0.002250318698886329,0.09503195020525883,-0.6708315259650902,Bill Freehan,0,1,1,1
1102,1.950982950485329e-05,0.008922408177121286,-0.2133286422571109,Buck Freeman,0,0,0,0
1105,1.0646849308072191e-07,0.0004006333758575981,-0.07468951233713256,Gene Freese,0,0,0,0
1106,0.0004649396353344828,0.0381140637084666,-0.4963946502767567,Jim Fregosi,0,0,1,1
1107,6.837220231364996e-07,0.0009167593098239321,-0.1250900034029614,Larry French,0,0,0,0
1108,2.132065394176753e-06,0.0021456137677811162,-0.14430046136378016,Lonny Frey,0,0,0,0
1109,6.089672664499589e-07,0.0008427092288120584,-0.12313589677410225,Bernie Friberg,0,0,0,0
1110,2.1427127073057053e-05,0.006268384176899249,-0.267084306813687,Bob Friend,0,0,0,0
1111,1.586998991399784e-07,0.001446758361356169,0.04796070795735059,Frankie Frisch,1,0,0,0
1112,1.4940265758962324e-07,0.0004578583564394654,-0.08276063054393389,Danny Frisella,0,0,0,0
1113,1.4821881395304483e-07,0.00045324040183037436,-0.0828511544100912,Art Fromme,0,0,0,0
1115,1.9901161170299385e-06,0.002371094151420411,-0.13260471553723285,Woodie Fryman,0,0,0,0
1117,8.763395860734915e-08,0.0005111595195929357,-0.05998692644367286,Tito Fuentes,0,0,0,0
1118,5.514682455236601e-07,0.0007148201786250235,-0.12723782123568952,Charles Fulmer,0,0,0,0
1120,2.3401497804064013e-06,0.004922294093988797,-0.09967269337933567,Carl Furillo,0,0,0,0
1122,2.6784286689556356e-07,0.0005071340009650648,-0.1052878299405327,Phil Gagliano,0,0,0,0
1125,3.0646794243775866e-07,0.000656151326603537,-0.09900511665707386,Del Gainer,0,0,0,0
1126,2.086629499709253e-06,0.00250425882634405,-0.13211381610479794,Jonas Gaines,0,0,0,0
1127,2.0210798403400123e-05,0.007809875938017659,-0.23220777914697818,Augie Galan,0,0,0,0
1129,1.0552807456025145e-06,0.0009171493747226656,-0.1553725771721526,Denny Galehouse,0,0,0,0
1132,1.4705199082327654e-06,0.0017902744531623944,-0.13121883958754557,Chick Galloway,0,0,0,0
1134,0.001736023506951075,0.0012707608806563268,5.352780218999435,Pud Galvin,1,1,0,1
1135,7.813701745625501e-07,0.001456807642140588,-0.10605237147872808,Oscar Gamble,0,0,0,0
1136,7.789397516950332e-07,0.0007345641958117048,-0.1491719393768336,Judy Gans,0,0,0,0
1137,4.512033778375489e-07,0.0011567964471115785,-0.09045154821755196,Jim Gantner,0,0,0,0
1139,4.684910018399228e-06,0.0016919814668866077,-0.2409321483731874,Charlie Ganzel,0,0,0,0
1140,1.19284418035901e-05,0.004482161625280696,-0.23587519494788262,Gene Garber,0,0,0,0
1143,1.0879260637805722e-07,0.0005458586832646869,-0.06467711841529034,Damaso Garcia,0,0,0,0
1148,1.0828631575193067e-07,0.0003880669926428971,-0.07653477323254013,Kiko Garcia,0,0,0,0
1149,1.0096292396083036e-06,0.0015474630743219653,-0.1169618347217621,Mike Garcia,0,0,0,0
1151,1.1305060401533522e-08,0.00016468103155283296,-0.037965448834722575,Billy Gardner,0,0,0,0
1153,1.526226223193432e-06,0.0012595717082352043,-0.1594167567710139,Jelly Gardner,0,0,0,0
1154,0.0017359220912131243,0.03425742767572871,-1.0137434844085509,Larry Gardner,0,1,1,1
1156,2.322524314482128e-07,0.0005189940994718417,-0.09691608105363851,Ping Gardner,0,0,0,0
1158,1.3198113200253114e-07,0.00046008945929596444,-0.07759692293693297,Debs Garms,0,0,0,0
1159,1.2017310823324935e-05,0.007304609109352911,-0.18519224945133148,Phil Garner,0,0,0,0
1160,4.4537259804298186e-08,0.00036353957083893495,-0.05071268358199867,Scott Garrelts,0,0,0,0
1161,8.40087396703467e-08,0.00041535332507196233,-0.06515876207030097,Wayne Garrett,0,0,0,0
1162,1.649956722070385e-08,0.00030732257840786605,-0.03357236570205311,Ralph Garr,0,0,0,0
1163,4.30800272612467e-07,0.001350673381872806,-0.08178600001368645,Ned Garver,0,0,0,0
1164,0.01978883344522095,0.23777883840614708,-1.1541802656462974,Steve Garvey,0,1,1,1
1166,1.3565640687121708e-08,0.00018064547446073893,-0.039707910011359024,Cito Gaston,0,0,0,0
1167,1.866292169679827e-07,0.00046793013639569533,-0.09149709860238396,Milt Gaston,0,0,0,0
1168,3.807208728541173e-07,0.0005976235858954908,-0.11562967779168905,Robert Gaston,0,0,0,0
1169,1.1537134709013754e-06,0.0009592741621309461,-0.15884693958270774,Bill Gatewood,0,0,0,0
1170,3.9300584223831394e-07,0.0006044592815365283,-0.1168138476071415,Ernest Gatewood,0,0,0,0
1172,2.5339361921454065e-07,0.0007950170601732703,-0.08177989641347086,Rich Gedman,0,0,0,0
1173,1.4716709743568714e-10,6.542556271675621e-05,0.006872694965159688,Charlie Gehringer,1,0,0,0
1174,2.089904545298844e-10,9.723912216964247e-05,0.006717864527263426,Lou Gehrig,1,0,0,0
1175,2.4342189978491584e-07,0.0004669043590266839,-0.10461021536767373,Gary Geiger,0,0,0,0
1177,8.939497815041455e-06,0.004074559419383408,-0.21420977947197,Wally Gerber,0,0,0,0
1178,5.592558562977796e-06,0.002123298306317861,-0.23493507074021794,Joe Gerhardt,0,0,0,0
1180,6.64138734781504e-08,0.00034884244744188723,-0.06321914628664616,Dick Gernert,0,0,0,0
1181,1.8012811069949534e-06,0.0023606713547646117,-0.1264356105086862,Cesar Geronimo,0,0,0,0
1182,2.699973702218575e-07,0.0006374632100415572,-0.0942808271924437,Patsy Gharrity,0,0,0,0
1184,4.303073541626062e-07,0.0006295940605839695,-0.11976556365158927,Joe Gibbon,0,0,0,0
1185,7.663266799650158e-08,0.0003335047216557524,-0.06945334950805267,Jake Gibbs,0,0,0,0
1186,0.0018727690498085855,0.14721796275137397,0.4772988404238723,Bob Gibson,1,1,1,1
1187,9.386286073851444e-06,0.003980783934300267,-0.2220782856706742,George Gibson,0,0,0,0
1188,0.00016122276757093334,0.041691093718785446,0.2789677189514076,Josh Gibson,1,0,1,1
1191,4.2884784800998367e-07,0.0009231389287514028,-0.09872500911146975,George Giles,0,0,0,0
1193,3.1299711594802837e-07,0.0006254342844455961,-0.10248330422876893,Barney Gilligan,0,0,0,0
1194,0.0003140337782168211,0.03412576860697533,-0.4320329778177306,Jim Gilliam,0,0,1,1
1196,3.142487722536452e-07,0.000525951721507124,-0.11198484743981503,Joe Ginsberg,0,0,0,0
1198,6.092009475146911e-07,0.0006954466440812479,-0.13558353651307775,Willie Gisentaner,0,0,0,0
1199,4.348408088973263e-06,0.003028605349949031,-0.17337832424858013,Dave Giusti,0,0,0,0
1200,2.2900049378681673e-07,0.0008706281663862225,-0.07428863238493212,Dan Gladden,0,0,0,0
1201,4.969322110929724e-07,0.0006754519613540671,-0.12425511224619534,Fred Gladding,0,0,0,0
1202,4.087415529983369e-05,0.005461544375150403,-0.3953548762254258,Jack Glasscock,0,0,0,0
1205,0.000711647768635521,0.023449619578863202,-0.7888993883190885,Kid Gleason,0,0,1,1
1206,3.4065744976849906e-07,0.0005835390571469726,-0.11068961509327614,Jerry Don Gleaton,0,0,0,0
1208,1.5206076195094833e-07,0.00044633319162338023,-0.08456520279305467,Ed Glynn,0,0,0,0
1209,2.718359283100023e-07,0.0005980809932820975,-0.09766819567911854,Dave Goltz,0,0,0,0
1214,0.0021020913885318247,0.09075274214695077,0.665038159689339,Lefty Gomez,1,1,1,1
1215,7.490466619079994e-08,0.0003896870314219888,-0.06352160624858309,Ruben Gomez,0,0,0,0
1224,2.760697732984616e-06,0.001988590613472986,-0.17057451190188264,Mike Gonzalez,0,0,0,0
1227,6.832844616690554e-08,0.00045268192562911554,-0.05628796160165717,Tony Gonzalez,0,0,0,0
1228,2.014416365108561e-07,0.0004856572606808558,-0.09330691704778511,Johnny Gooch,0,0,0,0
1230,3.1311531421935934e-06,0.004622814182471341,-0.11898779721944694,Billy Goodman,0,0,0,0
1231,3.7323762673364397e-07,0.0011433062495317609,-0.08275088753590365,Ival Goodman,0,0,0,0
1232,3.791324858301614e-07,0.0006702087526038641,-0.10895684425800758,Wilbur Good,0,0,0,0
1235,5.337132626227504e-05,0.02990893688308094,0.19066431110086104,Joe Gordon,1,0,1,1
1236,2.230941879900703e-07,0.0009852292771049742,-0.06892409554406496,Sid Gordon,0,0,0,0
1238,0.00027138498088466944,0.02468652966316377,-0.4745092049959705,George Gore,0,0,1,1
1240,1.0736774490027223e-07,0.0003645422048295071,-0.07863094251005179,Jim Gosger,0,0,0,0
1241,0.00021648950682530408,0.033670929480545626,0.3612127260423668,Goose Goslin,1,0,1,1
1242,0.00018911862536875767,0.03503521187464958,0.3307350007820005,Rich Gossage,1,0,1,1
1243,8.598905254885341e-08,0.00035063170514518363,-0.07175125229714618,Julio Gotay,0,0,0,0
1245,5.220261686535058e-06,0.0032725117968041995,-0.18272728100061741,Hank Gowdy,0,0,0,0
1247,1.4625962432041976e-06,0.0012188770244412335,-0.1586452566249018,Mike Grady,0,0,0,0
1249,7.464182438759007e-08,0.00033335674552551457,-0.06856046381360367,Alex Grammas,0,0,0,0
1251,3.229212015841802e-06,0.0016332724441989498,-0.20359807115365597,Jack Graney,0,0,0,0
1252,1.4273283764126308e-07,0.0004199711035181998,-0.08446381198692526,Eddie Grant,0,0,0,0
1253,0.005962288785972111,0.0005072427986841224,15.70717316684392,Frank Grant,1,1,0,1
1254,2.2605671320039787e-06,0.0014263550387405295,-0.18230332144275652,George Grantham,0,0,0,0
1255,9.133398200955423e-07,0.0007992757718730917,-0.1548473899473017,Leroy Grant,0,0,0,0
1256,1.1119417527661827e-06,0.001365150428604374,-0.13069644367053893,Mudcat Grant,0,0,0,0
1258,1.992223940779079e-07,0.0006536554242498253,-0.07997648340634148,Sam Gray,0,0,0,0
1260,4.772541739030435e-08,0.0002835436288713542,-0.05944467936930214,Dick Green,0,0,0,0
1261,0.007009647468689247,0.18842280739799733,0.7962618664171874,Hank Greenberg,1,1,1,1
1262,1.184843009056451e-06,0.001406237212802333,-0.13292454547851962,Joe Greene,0,0,0,0
1263,1.9799869748962764e-07,0.0005081712048827591,-0.0904326821428952,Lenny Green,0,0,0,0
1269,0.00021223302027411823,0.02666065151834985,-0.4033786292385772,Bobby Grich,0,0,1,1
1270,5.602270293779708e-06,0.004327681827713223,-0.16452133737473307,Alfredo Griffin,0,0,0,0
1271,3.5344941508938773e-07,0.000768035333801387,-0.098268842368676,Bob Griffith,0,0,0,0
1272,0.003144874768788657,0.012740879713753792,2.2621801898273066,Clark Griffith,1,1,0,1
1273,2.2284925783063934e-05,0.010080889729073554,-0.21437081816273887,Ken Griffey,0,0,0,0
1275,0.00021265763286088966,0.023234457282714758,-0.4332903672578384,Mike Griffin,0,0,1,1
1276,7.45160422675828e-07,0.0009679364881095329,-0.12708690994949473,Tommy Griffith,0,0,0,0
1277,6.039138682980262e-07,0.0010079303065459882,-0.11211479243847766,Tom Griffin,0,0,0,0
1279,0.00012875292524084666,0.024147884831155417,0.33055265957050917,Burleigh Grimes,1,0,1,1
1280,3.8341292790121134e-07,0.0005932166797707023,-0.11646823472117288,John Grim,0,0,0,0
1281,0.0004954285919165643,0.02875498511801083,-0.5927997454883952,Charlie Grimm,0,0,1,1
1283,7.157594051851083e-08,0.0003918518665579727,-0.06192230482160832,Ross Grimsley,0,0,0,0
1284,3.087279838162987e-08,0.0002660298580565949,-0.049359946354650824,Marv Grissom,0,0,0,0
1286,0.000605521344087039,0.06329001683105817,-0.4338197745521023,Dick Groat,0,0,1,1
1287,0.0007634704150268361,0.04013540963350455,-0.6192227290271864,Heinie Groh,0,0,1,1
1288,1.3832103448150824e-06,0.0018218676307096885,-0.1261535212668326,Steve Gromek,0,0,0,0
1289,1.5190088627466869e-07,0.0004552895191384533,-0.0836848972917547,Bob Groom,0,0,0,0
1291,3.061452782564742e-06,0.0021912312298774696,-0.1711011717812939,Greg Gross,0,0,0,0
1293,2.0973535554064683e-08,0.0002417908234689596,-0.0426749531429892,Wayne Gross,0,0,0,0
1294,4.0535102024985514e-07,0.0009377135926133084,-0.09523277938260816,Jerry Grote,0,0,0,0
1295,8.726190854112108e-07,0.0011167285171929749,-0.12802817881537923,Johnny Groth,0,0,0,0
1296,4.7269507422060084e-08,0.0010932191408322056,0.03011681580710923,Lefty Grove,1,0,0,0
1297,4.947856278652175e-08,0.0003317050997139128,-0.05595901615958874,Orval Grove,0,0,0,0
1298,3.314126884827364e-07,0.0008176630738369047,-0.0922209081777854,Johnny Grubb,0,0,0,0
1299,2.9643718485949315e-07,0.0014875977888281569,-0.06464128143002365,Kelly Gruber,0,0,0,0
1305,0.00024084006087111076,0.03735509691551726,-0.3610207263303339,Pedro Guerrero,0,0,1,1
1308,0.007310883553408221,0.12811392574661282,-1.0221774164045427,Ron Guidry,0,1,1,1
1312,4.293903726017734e-06,0.003066381793023009,-0.1712205176358066,Bill Gullickson,0,0,0,0
1313,9.829519399342477e-07,0.0008785933800912363,-0.15321135662776722,Harry Gumbert,0,0,0,0
1314,8.772988621762062e-08,0.0005223401643381057,-0.05937358401428883,Randy Gumpert,0,0,0,0
1316,2.22787045117657e-06,0.0023422337255127644,-0.14116605977818197,Larry Gura,0,0,0,0
1317,1.380792731080716e-07,0.0005003402774268114,-0.07610838145773138,Frankie Gustine,0,0,0,0
1322,2.494450508354428e-07,0.0008075436721964107,-0.080507929435088,Don Gutteridge,0,0,0,0
1327,3.2546889602572956e-07,0.0008279153584164144,-0.09082210621406563,Moose Haas,0,0,0,0
1328,4.0582228651453974e-07,0.0006984758450325395,-0.11042061791356797,Mule Haas,0,0,0,0
1330,1.3936569555475606e-07,0.0004529448115823148,-0.08036492950164158,Warren Hacker,0,0,0,0
1331,0.0005571841805622775,0.0568230761128197,-0.4407002016028993,Stan Hack,0,0,1,1
1332,2.945521927216392e-06,0.0029685865743791662,-0.14413529417625362,Harvey Haddix,0,0,0,0
1333,1.7404317397817739e-06,0.001133012742714845,-0.179504184701511,Bump Hadley,0,0,0,0
1334,0.006569884345417392,0.013360348337042657,3.1919707387091023,Chick Hafey,1,1,0,1
1336,0.0028372188676546927,0.006897861809985243,2.9288409002427844,Jesse Haines,1,1,0,1
1337,5.838997936442236e-07,0.0007559716948634927,-0.12730979579668322,Jerry Hairston,0,0,0,0
1340,2.3660254530718646e-07,0.0005697660989210247,-0.09335708710899938,Odell Hale,0,0,0,0
