,n_mlb_seasons,n_mlb_seasons,n_mlb_seasons,n_mlb_seasons,career_span_years,career_span_years,career_span_years,career_span_years,debut_age,debut_age,debut_age,debut_age,final_age,final_age,final_age,final_age,bat_PA,bat_PA,bat_PA,bat_PA,bat_AB,bat_AB,bat_AB,bat_AB,bat_H,bat_H,bat_H,bat_H,bat_HR,bat_HR,bat_HR,bat_HR,bat_RBI,bat_RBI,bat_RBI,bat_RBI,bat_SB,bat_SB,bat_SB,bat_SB,bat_BA,bat_BA,bat_BA,bat_BA,bat_OBP,bat_OBP,bat_OBP,bat_OBP,bat_SLG,bat_SLG,bat_SLG,bat_SLG,bat_OPS,bat_OPS,bat_OPS,bat_OPS,bat_mean_OPS_plus_proxy,bat_mean_OPS_plus_proxy,bat_mean_OPS_plus_proxy,bat_mean_OPS_plus_proxy,bat_max_OPS_plus_proxy,bat_max_OPS_plus_proxy,bat_max_OPS_plus_proxy,bat_max_OPS_plus_proxy,pit_IP,pit_IP,pit_IP,pit_IP,pit_W,pit_W,pit_W,pit_W,pit_L,pit_L,pit_L,pit_L,pit_SO,pit_SO,pit_SO,pit_SO,pit_SV,pit_SV,pit_SV,pit_SV,pit_ERA,pit_ERA,pit_ERA,pit_ERA,pit_WHIP,pit_WHIP,pit_WHIP,pit_WHIP,pit_K9,pit_K9,pit_K9,pit_K9,pit_mean_ERA_plus_proxy,pit_mean_ERA_plus_proxy,pit_mean_ERA_plus_proxy,pit_mean_ERA_plus_proxy,pit_max_ERA_plus_proxy,pit_max_ERA_plus_proxy,pit_max_ERA_plus_proxy,pit_max_ERA_plus_proxy,award_total,award_total,award_total,award_total,allstar_games,allstar_games,allstar_games,allstar_games,salary_total,salary_total,salary_total,salary_total,height,height,height,height,weight,weight,weight,weight,bmi,bmi,bmi,bmi
,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std
inducted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3457,13.012,12.0,2.749,3204,13.717,13.0,2.939,3207,22.958,23.0,2.155,3220,35.695,35.0,3.086,3457,2913.112,2344.0,2633.18,3457,2597.092,2107.0,2341.344,3457,686.745,537.0,660.174,3457,54.542,18.0,83.307,3457,317.524,229.0,330.238,3457,53.767,15.0,91.527,3417,0.222,0.249,0.078,3417,0.278,0.31,0.092,3417,0.315,0.345,0.134,3417,0.593,0.66,0.221,3417,79.659,89.44,30.834,3417,121.606,117.403,53.209,3457,585.877,0.0,899.022,1638,72.781,64.5,59.273,1638,68.162,65.0,51.631,1638,707.003,641.0,553.913,1638,25.236,6.0,53.755,1635,4.478,3.859,5.143,1635,1.477,1.354,0.824,1635,5.067,5.109,2.637,1545,101.774,103.07,28.441,1545,171.293,154.773,87.668,1837,3.23,2.0,5.036,1346,2.294,2.0,1.971,1627,24386155.611,12960500.0,31324562.252,3432,72.34,72.0,2.574,3423,188.178,185.0,21.983,3420,25.225,25.057,2.213
1,281,17.975,18.0,3.664,257,18.599,19.0,4.012,260,21.969,22.0,2.798,276,39.63,39.5,4.171,281,6321.851,7210.0,4034.42,281,5566.577,6353.0,3537.273,281,1649.705,1969.0,1113.483,281,154.947,79.0,176.042,281,849.374,923.0,605.661,281,145.993,70.0,197.849,281,0.267,0.29,0.069,281,0.331,0.361,0.083,281,0.4,0.438,0.132,281,0.731,0.804,0.211,281,99.586,109.463,29.381,281,137.005,136.117,44.417,281,1090.501,0.0,1781.258,125,164.096,197.0,129.938,125,113.184,122.0,92.282,125,1422.84,1277.0,1236.123,125,40.408,5.0,111.798,124,3.65,3.148,2.648,124,1.326,1.228,0.374,124,4.925,4.678,2.297,120,117.638,119.998,36.282,120,195.005,184.229,92.978,227,14.815,12.0,10.884,190,7.616,7.0,5.065,70,73344640.714,45210417.5,66816445.546,281,71.904,72.0,2.68,281,185.569,185.0,20.094,281,25.202,25.088,1.986
