pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2015-04-05,97.1,-2.09,5.85,"Rondón, Héctor",572761,444468,,ball,,,,,14,,R,L,R,CHC,STL,B,,,1,2,2015,-1.05,1.54,1.2972105895070103,1.6042337737719374,,,,0,9,Top,,,,,,150405_221010,11.857401723600091,-141.85835858348284,-8.754975689038249,-16.619,37.305,-10.109,3.56,1.72,,,,96.0,2193,6.2,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,69,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,,0.0,0.04,,,,-0.04,,-3,3,0.035,0.965,27,29,27,30,1,4,,,3,3,0.97,1.05,-1.05,,,,,,
FF,2015-04-05,96.1,-2.28,5.9,"Rondón, Héctor",572761,444468,,ball,,,,,11,,R,L,R,CHC,STL,B,,,0,2,2015,-0.52,1.65,-1.240675800892622,3.547643160725465,,,,0,9,Top,,,,,,150405_220951,4.1147772448231335,-140.87468935192013,-3.934522647608663,-7.571,33.826,-10.15,3.56,1.72,,,,95.2,2100,5.8,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,69,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,,-0.001,0.02,,,,-0.02,,-3,3,0.036,0.964,27,29,27,30,1,4,,,3,3,0.87,0.52,-0.52,,,,,,
SI,2015-04-05,96.0,-2.28,5.83,"Rondón, Héctor",572761,444468,,foul,,,,,7,,R,L,R,CHC,STL,S,,,0,1,2015,-1.52,0.9,-0.3257188220585587,1.6912653197638572,,,,0,9,Top,,,,,,150405_220927,9.191401422430095,-140.45430975587757,-6.639145788128755,-21.497,33.62,-19.117,3.56,1.72,263,79.8,37,96.1,1920,6.5,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,69,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.001,-0.051,,,,0.051,88.0,-3,3,0.035,0.965,27,29,27,30,1,4,,,3,3,1.63,1.52,-1.52,,,,,,
FF,2015-04-05,95.0,-2.26,5.94,"Rondón, Héctor",572761,444468,,called_strike,,,,,9,,R,L,R,CHC,STL,S,,,0,0,2015,-1.04,1.66,0.3525378875102303,2.2626385299983607,,,,0,9,Top,,,,,,150405_220910,9.552842946151788,-138.83728065616958,-7.228927462549132,-15.09,30.352,-9.84,3.56,1.72,,,,94.9,2100,6.2,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,69,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,,0.001,-0.036,,,,0.036,,-3,3,0.034,0.966,27,29,27,30,1,4,,,3,3,0.91,1.04,-1.04,,,,,,
SL,2015-04-05,87.0,-2.24,5.9,"Walden, Jordan",516770,477229,strikeout,swinging_strike_blocked,,,,,14,Starlin Castro strikes out swinging.,R,R,R,CHC,STL,S,2,,1,2,2015,0.52,0.16,0.520187894458771,0.4742288681415068,,,519203,2,8,Bot,,,,,,150405_220627,5.3689544729104135,-127.26782745061692,-6.03125479296824,4.341,25.808,-29.3,3.37,1.54,,,,89.0,2410,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,0.0,0.0,1,0,0,,68,4,Slider,0,3,0,3,3,0,0,3,Standard,Standard,,-0.015,-0.181,,,,0.181,,-3,-3,0.049,0.049,27,25,28,25,1,3,,,5,3,2.91,-0.52,-0.52,,,,,,
FF,2015-04-05,95.5,-2.12,5.95,"Walden, Jordan",516770,477229,,foul,,,,,5,,R,R,R,CHC,STL,S,,,1,1,2015,-1.12,1.11,0.1223209713210107,2.352653655553816,,,519203,2,8,Bot,,,,,,150405_220600,8.844906232632155,-139.77786070762423,-5.64879300854513,-16.21,33.721,-16.9,3.37,1.54,243,74.3,45,97.6,2650,7.6,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,68,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,-0.006,-0.071,,,,0.071,88.0,-3,-3,0.055,0.055,27,25,28,25,1,3,,,5,3,1.45,1.12,1.12,,,,,,
FF,2015-04-05,94.4,-2.15,5.95,"Walden, Jordan",516770,477229,,foul,,,,,5,,R,R,R,CHC,STL,S,,,1,0,2015,-1.02,1.77,-0.0007458362007792,2.6217287889230434,,,519203,2,8,Bot,,,,,,150405_220532,8.25505352259759,-138.19807182446505,-6.4160967990555715,-14.561,34.076,-8.959,3.37,1.54,,,,96.2,2580,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,68,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,-0.004,-0.052,,,,0.052,,-3,-3,0.059,0.059,27,25,28,25,1,3,,,5,3,0.86,1.02,1.02,,,,,,
FF,2015-04-05,95.6,-2.3,6.0,"Walden, Jordan",516770,477229,,ball,,,,,14,,R,R,R,CHC,STL,B,,,0,0,2015,-1.3,1.34,0.4453421929094541,1.2335381721973686,,,519203,2,8,Bot,,,,,,150405_220512,10.631492385097626,-139.68877465279735,-9.282892460592835,-18.904,35.452,-13.142,3.37,1.54,,,,96.8,2622,7.4,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,68,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,0.003,0.038,,,,-0.038,,-3,-3,0.056,0.056,27,25,28,25,1,3,,,5,3,1.24,1.3,1.3,,,,,,
CH,2015-04-05,86.8,-3.08,5.43,"Walden, Jordan",519203,477229,walk,ball,,,,,13,Anthony Rizzo walks.,R,L,R,CHC,STL,B,,,3,2,2015,-1.51,0.7,-0.8060558422901773,0.988351101348118,,,,2,8,Bot,,,,,,150405_220434,9.065926043715066,-126.98364888441348,-4.939183117051003,-17.656,25.465,-23.867,3.59,1.66,,,,89.1,1542,7.7,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,0.686843,0.7,1,0,0,,67,6,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,,0.011,0.269,,,,-0.269,,-3,-3,0.045,0.045,27,25,28,26,1,3,,,5,3,2.38,1.51,-1.51,,,,,,
CH,2015-04-05,86.6,-2.98,5.42,"Walden, Jordan",519203,477229,,ball,,,,,14,,R,L,R,CHC,STL,B,,,2,2,2015,-1.96,0.46,0.1395382910285847,0.92717522817605,,,,2,8,Bot,,,,,,150405_220417,12.106690500193576,-126.54497354300564,-4.356371734485687,-22.794,27.228,-26.518,3.59,1.66,,,,88.5,1877,7.6,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,67,5,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,,0.003,0.098,,,,-0.098,,-3,-3,0.042,0.042,27,25,28,26,1,3,,,5,3,2.66,1.96,-1.96,,,,,,
FF,2015-04-05,95.0,-2.91,5.58,"Walden, Jordan",519203,477229,,called_strike,,,,,13,,R,L,R,CHC,STL,S,,,2,1,2015,-1.61,1.22,-1.2815913813939386,1.884666337107703,,,,2,8,Bot,,,,,,150405_220401,8.48213866412363,-139.0648167186798,-6.061902368313399,-22.011,34.528,-15.577,3.67,1.81,,,,96.7,2696,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,67,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Strategic,Standard,,-0.002,-0.076,,,,0.076,,-3,-3,0.044,0.044,27,25,28,26,1,3,,,5,3,1.38,1.61,-1.61,,,,,,
CH,2015-04-05,86.8,-3.11,5.47,"Walden, Jordan",519203,477229,,swinging_strike,,,,,7,,R,L,R,CHC,STL,S,,,2,0,2015,-1.68,0.7,-0.4976004282030732,1.9458708187608065,,,,2,8,Bot,,,,,,150405_220342,10.28251721918671,-126.99731296370014,-2.7212765215158567,-19.696,26.635,-24.341,3.59,1.66,,,,88.7,2175,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,67,3,Changeup,0,3,0,3,3,0,0,3,Strategic,Standard,,-0.003,-0.07,,,,0.07,,-3,-3,0.047,0.047,27,25,28,26,1,3,,,5,3,2.39,1.68,-1.68,,,,,,
FF,2015-04-05,94.4,-3.05,5.55,"Walden, Jordan",519203,477229,,ball,,,,,13,,R,L,R,CHC,STL,B,,,1,0,2015,-1.73,1.41,-1.2577647960345204,1.0624116115772968,,,,2,8,Bot,,,,,,150405_220325,9.178589695540866,-137.99381885070068,-8.517125233529695,-23.417,32.527,-12.887,3.59,1.66,,,,96.4,2570,7.7,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,67,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Strategic,Standard,,0.003,0.065,,,,-0.065,,-3,-3,0.044,0.044,27,25,28,26,1,3,,,5,3,1.21,1.73,-1.73,,,,,,
FF,2015-04-05,94.2,-3.17,5.54,"Walden, Jordan",519203,477229,,ball,,,,,13,,R,L,R,CHC,STL,B,,,0,0,2015,-1.67,1.24,-1.4580566713227003,2.1109707613046393,,,,2,8,Bot,,,,,,150405_220309,8.778147837379494,-137.89929267766385,-5.282514801215562,-22.472,32.367,-15.797,3.59,1.66,,,,96.1,2551,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,67,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Strategic,Standard,,0.001,0.037,,,,-0.037,,-3,-3,0.043,0.043,27,25,28,26,1,3,,,5,3,1.39,1.67,-1.67,,,,,,
FF,2015-04-05,95.8,-2.74,5.71,"Walden, Jordan",624585,477229,field_out,hit_into_play,,,,,8,Jorge Soler grounds out to first baseman Matt Adams.,R,R,R,CHC,STL,X,3,ground_ball,0,2,2015,-1.05,1.4,0.0306540581136354,1.7142501799671837,,,,1,8,Bot,147.76,169.08,,,,150405_220233,10.067559817509869,-139.86857563083996,-7.515143284877309,-15.595,31.328,-12.755,3.59,1.61,15,100.2,-7,98.0,2471,7.6,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,0.408,0.371,0.0,1,0,0,2,66,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,-0.01,-0.151,,,0.448,0.151,100.2,-3,-3,0.053,0.053,27,23,28,23,1,3,,,5,3,1.14,1.05,1.05,,,,,,
SL,2015-04-05,84.6,-2.72,5.73,"Walden, Jordan",624585,477229,,swinging_strike,,,,,14,,R,R,R,CHC,STL,S,,,0,1,2015,0.49,0.03,1.0407449635153998,1.388770381157182,,,,1,8,Bot,,,,,,150405_220210,7.626923483890814,-123.75276400953636,-2.6149883290448552,3.29,25.009,-31.345,3.59,1.61,,,,86.2,,7.4,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,66,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,,-0.004,-0.056,,,,0.056,,-3,-3,0.057,0.057,27,23,28,23,1,3,,,5,3,3.22,-0.49,-0.49,,,,,,
SL,2015-04-05,84.8,-2.74,5.77,"Walden, Jordan",624585,477229,,called_strike,,,,,7,,R,R,R,CHC,STL,S,,,0,0,2015,0.37,0.02,-0.5341190512799138,1.6629873957906072,,,,1,8,Bot,,,,,,150405_220156,4.28679520499469,-124.19254664028756,-2.183477755371877,3.004,22.379,-31.621,3.59,1.61,,,,86.8,,7.2,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,66,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,,-0.003,-0.039,,,,0.039,,-3,-3,0.06,0.06,27,23,28,23,1,3,,,5,3,3.17,-0.37,-0.37,,,,,,
CH,2015-04-05,86.5,-3.1,5.43,"Walden, Jordan",451594,477229,strikeout,called_strike,,,,,6,Dexter Fowler called out on strikes.,R,L,R,CHC,STL,S,2,,2,2,2015,-1.58,0.71,0.3535612598847786,2.353747210867552,,,,0,8,Bot,,,,,,150405_220124,11.978246742242057,-126.43999937124327,-1.6296503960940276,-18.792,25.728,-24.478,3.76,1.69,,,,89.0,2076,7.9,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,0.0,0.0,1,0,0,,65,6,Changeup,0,3,0,3,3,0,0,3,Standard,Strategic,,-0.023,-0.224,,,,0.224,,-3,-3,0.083,0.083,27,29,28,29,1,3,,,5,3,2.4,1.58,-1.58,,,,,,
FF,2015-04-05,92.8,-3.05,5.42,"Walden, Jordan",451594,477229,,foul,,,,,8,,R,L,R,CHC,STL,S,,,2,2,2015,-0.99,1.46,0.017622308483407,2.2048873116986996,,,,0,8,Bot,,,,,,150405_220104,10.368637346603649,-135.79601134053974,-5.01196524319371,-14.177,31.863,-13.708,3.76,1.69,,,,94.5,2556,7.4,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,65,5,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,0.0,0.0,,,,0.0,,-3,-3,0.083,0.083,27,29,28,29,1,3,,,5,3,1.26,0.99,-0.99,,,,,,
FF,2015-04-05,94.6,-3.27,5.54,"Walden, Jordan",451594,477229,,ball,,,,,11,,R,L,R,CHC,STL,B,,,1,2,2015,-1.46,1.08,-1.0867930536866044,4.145872435051821,,,,0,8,Bot,,,,,,150405_220046,9.494272959283396,-138.44917704341907,0.3024819368134003,-20.209,31.18,-18.836,3.76,1.69,,,,96.7,2663,7.5,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,65,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Strategic,,0.004,0.04,,,,-0.04,,-3,-3,0.079,0.079,27,29,28,29,1,3,,,5,3,1.51,1.46,-1.46,,,,,,
CH,2015-04-05,85.6,-3.02,5.46,"Walden, Jordan",451594,477229,,swinging_strike,,,,,13,,R,L,R,CHC,STL,S,,,1,1,2015,-1.54,0.41,-0.1495046918769651,1.3059702949490122,,,,0,8,Bot,,,,,,150405_220019,10.38175163135161,-125.03938833823524,-3.322840929377783,-17.661,23.411,-27.337,3.76,1.69,,,,87.8,1879,7.6,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,65,3,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,,-0.007,-0.056,,,,0.056,,-3,-3,0.086,0.086,27,29,28,29,1,3,,,5,3,2.74,1.54,-1.54,,,,,,
FF,2015-04-05,93.8,-3.15,5.59,"Walden, Jordan",451594,477229,,foul,,,,,7,,R,L,R,CHC,STL,S,,,1,0,2015,-0.95,1.35,-0.4358243019152297,2.314771418439734,,,,0,8,Bot,,,,,,150405_220000,9.476936124644414,-137.1535195465286,-5.09945596007255,-13.692,31.442,-14.591,3.76,1.69,,,,96.3,2469,7.9,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,65,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,-0.006,-0.047,,,,0.047,,-3,-3,0.092,0.092,27,29,28,29,1,3,,,5,3,1.3,0.95,-0.95,,,,,,
FF,2015-04-05,94.1,-3.04,5.68,"Walden, Jordan",451594,477229,,ball,,,,,14,,R,L,R,CHC,STL,B,,,0,0,2015,-1.08,1.42,0.7343703743758885,1.5336835558801667,,,,0,8,Bot,,,,,,150405_215944,12.586079766735102,-137.3867695085666,-7.52779206587148,-16.18,33.23,-13.143,3.76,1.69,,,,95.9,2530,7.7,413661,425877,571431,543939,572761,425509,407812,445055,518792,54.5,,,,,,,,65,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,,0.005,0.036,,,,-0.036,,-3,-3,0.087,0.087,27,29,28,29,1,3,,,5,3,1.24,1.08,-1.08,,,,,,
SL,2015-04-05,83.7,-1.48,5.74,"Strop, Pedro",448602,467008,strikeout,called_strike,,,,,13,Mark Reynolds called out on strikes.,R,R,R,CHC,STL,S,2,,3,2,2015,0.18,-0.02,-1.0088321327738077,1.8562925655021456,,445055,,2,8,Top,,,,,,150405_215653,0.6570516228961094,-122.80947898676226,-1.293470028274371,1.657,25.46,-32.095,3.52,1.58,,,,82.1,580,5.2,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,0.0,0.0,1,0,0,,64,6,Slider,0,3,3,0,3,0,3,0,Infield shift,Standard,,0.011,-0.267,,,,0.267,,-3,3,0.076,0.924,30,31,30,32,1,0,,,3,5,3.33,-0.18,-0.18,,,,,,
SL,2015-04-05,82.1,-1.19,5.93,"Strop, Pedro",448602,467008,,swinging_strike,,,,,9,,R,R,R,CHC,STL,S,,,3,1,2015,0.41,-0.13,0.6858567896109988,1.5105495513892817,,445055,,2,8,Top,,,,,,150405_215631,3.308964587366169,-120.45841201427156,-1.8726971248471789,3.147,25.686,-33.015,3.52,1.58,,,,80.2,2349,5.1,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,64,5,Slider,0,3,3,0,3,0,3,0,Infield shift,Standard,,0.001,-0.063,,,,0.063,,-3,3,0.075,0.925,30,31,30,32,1,0,,,3,5,3.59,-0.41,-0.41,,,,,,
FF,2015-04-05,94.0,-1.3,5.98,"Strop, Pedro",448602,467008,,called_strike,,,,,2,,R,R,R,CHC,STL,S,,,3,0,2015,-0.94,1.57,-0.0900812230652591,3.2140765632994572,,445055,,2,8,Top,,,,,,150405_215612,5.565979050843196,-137.7715423772268,-4.405289125403313,-12.776,33.681,-11.975,3.52,1.58,,,,92.7,2338,5.7,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,64,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,,0.0,-0.021,,,,0.021,,-3,3,0.075,0.925,30,31,30,32,1,0,,,3,5,1.07,0.94,0.94,,,,,,
SI,2015-04-05,96.0,-0.88,5.94,"Strop, Pedro",448602,467008,,ball,,,,,14,,R,R,R,CHC,STL,B,,,2,0,2015,-1.49,0.93,1.033582750252198,1.0180734121872124,,445055,,2,8,Top,,,,,,150405_215547,9.013320742234637,-140.31570205789515,-8.708750844209083,-21.095,35.826,-18.298,3.52,1.58,,,,94.3,2240,5.7,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,64,3,Sinker,0,3,3,0,3,0,3,0,Infield shift,Standard,,0.0,0.024,,,,-0.024,,-3,3,0.075,0.925,30,31,30,32,1,0,,,3,5,1.63,1.49,1.49,,,,,,
SI,2015-04-05,94.0,-1.05,6.06,"Strop, Pedro",448602,467008,,ball,,,,,11,,R,R,R,CHC,STL,B,,,1,0,2015,-1.24,1.05,-2.1921223768892983,3.295931483518859,,445055,,2,8,Top,,,,,,150405_215515,0.2524568495847621,-137.82058345907552,-3.0708284715635017,-15.145,33.117,-18.614,3.52,1.58,,,,92.5,2218,5.5,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,64,2,Sinker,0,3,3,0,3,0,3,0,Infield shift,Standard,,-0.001,0.033,,,,-0.033,,-3,3,0.076,0.924,30,31,30,32,1,0,,,3,5,1.59,1.24,1.24,,,,,,
SL,2015-04-05,82.8,-1.51,5.81,"Strop, Pedro",448602,467008,,ball,,,,,13,,R,R,R,CHC,STL,B,,,0,0,2015,0.14,-0.29,-1.4018979582807485,1.7926462272331245,,445055,,2,8,Top,,,,,,150405_215457,-0.0716573302006264,-121.4342356010034,-0.7879336946218771,1.335,24.471,-34.79,3.52,1.58,,,,81.3,2130,5.2,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,64,1,Slider,0,3,3,0,3,0,3,0,Strategic,Standard,,0.0,0.02,,,,-0.02,,-3,3,0.076,0.924,30,31,30,32,1,0,,,3,5,3.67,-0.14,-0.14,,,,,,
SI,2015-04-05,93.7,-0.93,5.95,"Strop, Pedro",445055,467008,double,hit_into_play,,,,,8,"Jon Jay doubles (1) on a line drive to center fielder Dexter Fowler, deflected by right fielder Jorge Soler.",R,L,R,CHC,STL,X,9,line_drive,0,0,2015,-1.3,0.82,-0.1883310522681599,1.703611783750974,,,,2,8,Top,169.9,126.05,,,,150405_215356,5.290646042103251,-137.27336091172242,-6.259905230842399,-17.036,32.494,-20.696,3.49,1.58,252,90.8,15,92.5,2262,5.6,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,0.833,0.802,1.25,1,1,1,4,63,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,-0.008,0.54,,,0.994,-0.54,90.8,-3,3,0.084,0.916,30,30,30,30,1,3,,,3,3,1.83,1.3,-1.3,,,,,,
SI,2015-04-05,94.1,-1.06,5.86,"Strop, Pedro",543939,467008,field_out,hit_into_play,,,,,13,"Kolten Wong grounds out, second baseman Arismendy Alcantara to first baseman Anthony Rizzo.",R,L,R,CHC,STL,X,4,ground_ball,1,0,2015,-1.56,0.34,-0.7899580161488643,1.0619091607296698,,,,1,8,Top,145.55,164.23,,,,150405_215323,4.760848181793839,-137.76617997171874,-6.475182677397733,-20.183,32.879,-26.525,3.13,1.45,,82.9,-21,92.8,2121,5.6,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,0.077,0.082,0.0,1,0,0,2,62,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.007,-0.283,,,0.077,0.283,88.0,-3,3,0.077,0.923,30,24,30,25,1,3,,,3,3,2.3,1.56,-1.56,,,,,,
SL,2015-04-05,83.7,-1.04,5.77,"Strop, Pedro",543939,467008,,ball,,,,,9,,R,L,R,CHC,STL,B,,,0,0,2015,0.27,-0.33,0.7571228272461924,1.4878449646927754,,,,1,8,Top,,,,,,150405_215307,3.5286101325122172,-122.8508617185895,-1.41286088795578,1.832,28.16,-34.991,3.1,1.46,,,,81.9,1063,5.4,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,62,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard,,-0.001,0.038,,,,-0.038,,-3,3,0.078,0.922,30,24,30,25,1,3,,,3,3,3.67,-0.27,0.27,,,,,,
SI,2015-04-05,94.4,-0.78,6.0,"Strop, Pedro",425877,467008,strikeout,foul_tip,,,,,13,Yadier Molina strikes out on a foul tip.,R,R,R,CHC,STL,S,2,,2,2,2015,-1.49,0.63,-1.0247819879597095,1.790475052659837,,,,0,8,Top,,,,,,150405_215234,3.2438415663182356,-138.3724431561429,-5.756869147238975,-19.074,34.527,-23.064,3.51,1.57,,,,93.2,2075,5.8,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,0.0,0.0,1,0,0,,61,7,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.005,-0.224,,,,0.224,,-3,3,0.073,0.927,30,32,30,33,1,3,,,3,3,2.0,1.49,1.49,,,,,,
SI,2015-04-05,94.1,-0.92,6.01,"Strop, Pedro",425877,467008,,foul,,,,,3,,R,R,R,CHC,STL,S,,,2,2,2015,-1.25,1.17,0.3306816715074714,3.4176702493265396,,,,0,8,Top,,,,,,150405_215215,6.499974905648973,-137.87335104725642,-2.951934098873838,-16.817,31.937,-17.125,3.51,1.57,,,,93.5,2203,6.0,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,6,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.0,0.0,,,,0.0,,-3,3,0.073,0.927,30,32,30,33,1,3,,,3,3,1.45,1.25,1.25,,,,,,
SL,2015-04-05,81.7,-1.24,5.89,"Strop, Pedro",425877,467008,,ball,,,,,14,,R,R,R,CHC,STL,B,,,1,2,2015,0.4,0.19,1.2187874841398303,0.1599180961551112,,,,0,8,Top,,,,,,150405_215156,4.640923094478923,-119.54801378943942,-5.525614623947388,2.861,22.475,-29.394,3.51,1.57,,,,80.3,2333,5.3,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard,,-0.001,0.04,,,,-0.04,,-3,3,0.074,0.926,30,32,30,33,1,3,,,3,3,3.28,-0.4,-0.4,,,,,,
SL,2015-04-05,83.0,-0.83,6.04,"Strop, Pedro",425877,467008,,ball,,,,,14,,R,R,R,CHC,STL,B,,,0,2,2015,0.46,0.18,1.4681167649089648,2.183561638127802,,,,0,8,Top,,,,,,150405_215145,4.197952180493353,-121.65745394343908,-1.561677047393085,3.638,23.368,-30.153,3.51,1.57,,,,82.1,1156,5.5,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,4,Slider,0,3,3,0,3,0,3,0,Standard,Standard,,0.0,0.02,,,,-0.02,,-3,3,0.074,0.926,30,32,30,33,1,3,,,3,3,3.17,-0.46,-0.46,,,,,,
SI,2015-04-05,93.6,-0.77,6.01,"Strop, Pedro",425877,467008,,foul,,,,,5,,R,R,R,CHC,STL,S,,,0,2,2015,-1.67,0.87,0.2487634257423212,2.886510380520575,,,,0,8,Top,,,,,,150405_215128,6.94970812293644,-137.14027592578338,-3.458273231111024,-21.88,31.855,-20.818,3.51,1.57,,,,92.6,2263,5.8,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,3,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.0,0.0,,,,0.0,,-3,3,0.074,0.926,30,32,30,33,1,3,,,3,3,1.78,1.67,1.67,,,,,,
SI,2015-04-05,93.6,-0.84,5.99,"Strop, Pedro",425877,467008,,foul,,,,,3,,R,R,R,CHC,STL,S,,,0,1,2015,-1.45,0.84,0.3543223974997807,3.048034902531688,,,,0,8,Top,,,,,,150405_215109,6.825944281598496,-137.10199706787645,-2.902735995262668,-19.15,31.626,-21.345,3.51,1.57,231,79.0,52,92.8,2153,5.9,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,,0.001,-0.051,,,,0.051,88.0,-3,3,0.073,0.927,30,32,30,33,1,3,,,3,3,1.82,1.45,1.45,,,,,,
SL,2015-04-05,82.4,-1.13,5.98,"Strop, Pedro",425877,467008,,foul,,,,,14,,R,R,R,CHC,STL,S,,,0,0,2015,-0.07,-0.27,0.8650523402966115,1.8251317499063775,,,,0,8,Top,,,,,,150405_215047,4.692294006023355,-120.77993327121852,-1.0472343228655658,-1.612,25.103,-34.456,3.51,1.57,,,,81.1,641,5.5,413661,471083,519203,570489,592609,516770,458085,451594,624585,54.5,,,,,,,,61,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard,,0.001,-0.036,,,,0.036,,-3,3,0.072,0.928,30,32,30,33,1,3,,,3,3,3.69,0.07,0.07,,,,,,
